id,value,rate,,,rate1,,
BoxOffice.2001.Action.The Lord of the Rings: The Fellowship of the Ring,313837577,3,,,8.8,4.6,20.7
"BoxOffice.2001.Adventure.Monsters,Inc",289907418,2.4,,,8.1,3.9,17.55
BoxOffice.2001.Adventure.Shrek,267652016,2.4,,,7.9,3.7,16.65
BoxOffice.2001.Adventure.Spirited Away,10049886,3,,,8.6,4.4,19.8
BoxOffice.2001.Adventure.The Lord of the Rings: The Fellowship of the Ring,313837577,3,,,8.8,4.6,20.7
"BoxOffice.2001.Animation.Monsters, Inc",289907418,2.4,,,8.1,3.9,17.55
BoxOffice.2001.Animation.Shrek,267652016,2.4,,,7.9,3.7,16.65
BoxOffice.2001.Animation.Spirited Away,10049886,3,,,8.6,4.4,19.8
BoxOffice.2001.Biography.A Beautiful Mind,170708996,2.4,,,8.2,4,18
BoxOffice.2001.Biography.Nowhere in Africa,6173485,2.4,,,7.7,3.5,15.75
BoxOffice.2001.Comedy.Amlie,33201661,2.4,,,8.4,4.2,18.9
BoxOffice.2001.Comedy.Hedwig and the Angry Inch,3029081,2.4,,,7.8,3.6,16.2
BoxOffice.2001.Crime.Ocean's Eleven,183405771,2.4,,,7.8,3.6,16.2
BoxOffice.2001.Crime.Training Day,76261036,2.4,,,7.7,3.5,15.75
BoxOffice.2001.Drama.A Beautiful Mind,170708996,2.4,,,8.2,4,18
BoxOffice.2001.Drama.Black Hawk Down,108638745,2.4,,,7.7,3.5,15.75
BoxOffice.2001.Drama.Donnie Darko,727883,2.4,,,8.1,3.9,17.55
BoxOffice.2001.Drama.Hedwig and the Angry Inch,3029081,2.4,,,7.8,3.6,16.2
BoxOffice.2001.Drama.Mulholland Drive,7219578,2.4,,,8,3.8,17.1
BoxOffice.2001.Drama.Nowhere in Africa,6173485,2.4,,,7.7,3.5,15.75
BoxOffice.2001.Drama.Training Day,76261036,2.4,,,7.7,3.5,15.75
BoxOffice.2001.History.Black Hawk Down,108638745,2.4,,,7.7,3.5,15.75
BoxOffice.2001.Mystery.Mulholland Drive,7219578,2.4,,,8,3.8,17.1
BoxOffice.2001.Romance.Amê©lie,33201661,2.4,,,8.4,4.2,18.9
BoxOffice.2001.Sci-Fi.Donnie Darko,727883,2.4,,,8.1,3.9,17.55
BoxOffice.2001.Thriller.Ocean's Eleven,183405771,2.4,,,7.8,3.6,16.2
BoxOffice.2002.Action.Austin Powers in Goldmember,213079163,1.2,,,6.2,2,9
BoxOffice.2002.Action.Die Another Day,160201106,1.2,,,6.1,1.9,8.55
BoxOffice.2002.Action.Men in Black II,190418803,1.2,,,6.1,1.9,8.55
BoxOffice.2002.Action.Spider-Man,403706375,1.8,,,7.3,3.1,13.95
BoxOffice.2002.Action.Star Wars: Episode II - Attack of the Clones,310675583,1.8,,,6.7,2.5,11.25
BoxOffice.2002.Action.The Lord of the Rings: The Two Towers,340478898,3,,,8.7,4.5,20.25
BoxOffice.2002.Action.xXx,141204016,1.2,,,5.8,1.6,7.2
BoxOffice.2002.Adventure.Die Another Day,160201106,1.2,,,6.1,1.9,8.55
BoxOffice.2002.Adventure.Harry Potter and the Chamber of Secrets,261970615,1.8,,,7.4,3.2,14.4
BoxOffice.2002.Adventure.Ice Age,176387405,2.4,,,7.6,3.4,15.3
BoxOffice.2002.Adventure.Lilo & Stitch,145771527,1.8,,,7.2,3,13.5
BoxOffice.2002.Adventure.Men in Black II,190418803,1.2,,,6.1,1.9,8.55
BoxOffice.2002.Adventure.Scooby-Doo,153288182,0.6,,,4.9,0.7,3.15
BoxOffice.2002.Adventure.Spider-Man,403706375,1.8,,,7.3,3.1,13.95
BoxOffice.2002.Adventure.Star Wars: Episode II - Attack of the Clones,310675583,1.8,,,6.7,2.5,11.25
BoxOffice.2002.Adventure.The Lord of the Rings: The Two Towers,340478898,3,,,8.7,4.5,20.25
BoxOffice.2002.Adventure.xXx,141204016,1.2,,,5.8,1.6,7.2
BoxOffice.2002.Animation.Ice Age,176387405,2.4,,,7.6,3.4,15.3
BoxOffice.2002.Animation.Lilo & Stitch,145771527,1.8,,,7.2,3,13.5
BoxOffice.2002.Biography.Catch Me If You Can,164435221,2.4,,,8,3.8,17.1
BoxOffice.2002.Comedy.Austin Powers in Goldmember,213079163,1.2,,,6.2,2,9
BoxOffice.2002.Comedy.Chicago,170684505,1.8,,,7.2,3,13.5
BoxOffice.2002.Comedy.My Big Fat Greek Wedding,241437427,1.8,,,6.6,2.4,10.8
BoxOffice.2002.Comedy.Scooby-Doo,153288182,0.6,,,4.9,0.7,3.15
BoxOffice.2002.Crime.Catch Me If You Can,164435221,2.4,,,8,3.8,17.1
BoxOffice.2002.Crime.Chicago,170684505,1.8,,,7.2,3,13.5
BoxOffice.2002.Drama.Signs,227965690,1.8,,,6.7,2.5,11.25
BoxOffice.2002.Family.Harry Potter and the Chamber of Secrets,261970615,1.8,,,7.4,3.2,14.4
BoxOffice.2002.Family.My Big Fat Greek Wedding,241437427,1.8,,,6.6,2.4,10.8
BoxOffice.2002.Sci-Fi.Signs,227965690,1.8,,,6.7,2.5,11.25
BoxOffice.2003.Action.2 Fast 2 Furious,127083765,1.2,,,5.9,1.7,7.65
BoxOffice.2003.Action.Bad Boys II,138396624,1.8,,,6.6,2.4,10.8
BoxOffice.2003.Action.Hulk,132122995,1.2,,,5.7,1.5,6.75
BoxOffice.2003.Action.Pirates of the Caribbean: The Curse of the Black Pearl,305388685,2.4,,,8.1,3.9,17.55
BoxOffice.2003.Action.Terminator 3: Rise of the Machines,150350192,1.2,,,6.4,2.2,9.9
BoxOffice.2003.Action.The Lord of the Rings: The Return of the King,377019252,3,,,8.9,4.7,21.15
BoxOffice.2003.Action.The Matrix Reloaded,281492479,1.8,,,7.2,3,13.5
BoxOffice.2003.Action.The Matrix Revolutions,139259759,1.8,,,6.7,2.5,11.25
BoxOffice.2003.Action.X-Men 2,214948780,2.4,,,7.5,3.3,14.85
BoxOffice.2003.Adventure.Finding Nemo,380838870,2.4,,,8.2,4,18
BoxOffice.2003.Adventure.Pirates of the Caribbean: The Curse of the Black Pearl,305388685,2.4,,,8.1,3.9,17.55
BoxOffice.2003.Adventure.The Lord of the Rings: The Return of the King,377019252,3,,,8.9,4.7,21.15
BoxOffice.2003.Adventure.X-Men 2,214948780,2.4,,,7.5,3.3,14.85
BoxOffice.2003.Animation.Finding Nemo,380838870,2.4,,,8.2,4,18
BoxOffice.2003.Comedy.Bad Boys II,138396624,1.8,,,6.6,2.4,10.8
BoxOffice.2003.Comedy.Bruce Almighty,242589580,1.8,,,6.7,2.5,11.25
BoxOffice.2003.Comedy.Cheaper by the Dozen,138614544,1.2,,,5.8,1.6,7.2
BoxOffice.2003.Comedy.Elf,173381405,1.8,,,6.9,2.7,12.15
BoxOffice.2003.Comedy.Something's Gotta Give,124590960,1.8,,,6.7,2.5,11.25
BoxOffice.2003.Crime.2 Fast 2 Furious,127083765,1.2,,,5.9,1.7,7.65
BoxOffice.2003.Drama.Bruce Almighty,242589580,1.8,,,6.7,2.5,11.25
BoxOffice.2003.Drama.Something's Gotta Give,124590960,1.8,,,6.7,2.5,11.25
BoxOffice.2003.Family.Cheaper by the Dozen,138614544,1.2,,,5.8,1.6,7.2
BoxOffice.2003.Family.Elf,173381405,1.8,,,6.9,2.7,12.15
BoxOffice.2003.Sci-Fi.Hulk,132122995,1.2,,,5.7,1.5,6.75
BoxOffice.2003.Sci-Fi.Terminator 3: Rise of the Machines,150350192,1.2,,,6.4,2.2,9.9
BoxOffice.2003.Sci-Fi.The Matrix Reloaded,281492479,1.8,,,7.2,3,13.5
BoxOffice.2003.Sci-Fi.The Matrix Revolutions,139259759,1.8,,,6.7,2.5,11.25
BoxOffice.2004.Action.Kill Bill: Vol 2,66207920,2.4,,,8,3.8,17.1
BoxOffice.2004.Action.Tae Guk Gi: The Brotherhood of War,1110186,2.4,,,8.1,3.9,17.55
BoxOffice.2004.Action.The Incredibles,261437578,2.4,,,8,3.8,17.1
BoxOffice.2004.Adventure.Harry Potter and the Prisoner of Azkaban,249358727,2.4,,,7.8,3.6,16.2
BoxOffice.2004.Adventure.Howl's Moving Castle,4710455,2.4,,,8.2,4,18
BoxOffice.2004.Adventure.The Incredibles,261437578,2.4,,,8,3.8,17.1
BoxOffice.2004.Animation.Howl's Moving Castle,4710455,2.4,,,8.2,4,18
BoxOffice.2004.Biography.Downfall,5501940,2.4,,,8.3,4.1,18.45
BoxOffice.2004.Biography.The Sea Inside,2086345,2.4,,,8.1,3.9,17.55
BoxOffice.2004.Comedy.Shaun of the Dead,13464388,2.4,,,8,3.8,17.1
BoxOffice.2004.Crime.Crash,54557348,2.4,,,7.9,3.7,16.65
BoxOffice.2004.Crime.Kill Bill: Vol 2,66207920,2.4,,,8,3.8,17.1
BoxOffice.2004.Drama.Before Sunset,5792822,2.4,,,8,3.8,17.1
BoxOffice.2004.Drama.Crash,54557348,2.4,,,7.9,3.7,16.65
BoxOffice.2004.Drama.Downfall,5501940,2.4,,,8.3,4.1,18.45
BoxOffice.2004.Drama.Eternal Sunshine of the Spotless Mind,34126138,2.4,,,8.3,4.1,18.45
BoxOffice.2004.Drama.Hotel Rwanda,23472900,2.4,,,8.1,3.9,17.55
BoxOffice.2004.Drama.Million Dollar Baby,100422786,2.4,,,8.1,3.9,17.55
BoxOffice.2004.Drama.Tae Guk Gi: The Brotherhood of War,1110186,2.4,,,8.1,3.9,17.55
BoxOffice.2004.Drama.The Chorus,3629758,2.4,,,7.9,3.7,16.65
BoxOffice.2004.Drama.The Notebook,64286,2.4,,,7.9,3.7,16.65
BoxOffice.2004.Drama.The Sea Inside,2086345,2.4,,,8.1,3.9,17.55
BoxOffice.2004.Drama.Veer-Zaara,2921738,2.4,,,7.9,3.7,16.65
BoxOffice.2004.Family.Harry Potter and the Prisoner of Azkaban,249358727,2.4,,,7.8,3.6,16.2
BoxOffice.2004.Fantasy.Eternal Sunshine of the Spotless Mind,34126138,2.4,,,8.3,4.1,18.45
BoxOffice.2004.History.Hotel Rwanda,23472900,2.4,,,8.1,3.9,17.55
BoxOffice.2004.Horror.Shaun of the Dead,13464388,2.4,,,8,3.8,17.1
BoxOffice.2004.Music.The Chorus,3629758,2.4,,,7.9,3.7,16.65
BoxOffice.2004.Musical.Veer-Zaara,2921738,2.4,,,7.9,3.7,16.65
BoxOffice.2004.Romance.Before Sunset,5792822,2.4,,,8,3.8,17.1
BoxOffice.2004.Romance.The Notebook,64286,2.4,,,7.9,3.7,16.65
BoxOffice.2004.Sport.Million Dollar Baby,100422786,2.4,,,8.1,3.9,17.55
BoxOffice.2005.Action.Batman Begins,205343774,2.4,,,8.3,4.1,18.45
BoxOffice.2005.Action.King Kong,218051260,1.8,,,7.2,3,13.5
BoxOffice.2005.Action.Mr & Mrs Smith,186336103,1.8,,,6.5,2.3,10.35
BoxOffice.2005.Action.Star Wars: Episode III - Revenge of the Sith,380262555,2.4,,,7.6,3.4,15.3
BoxOffice.2005.Action.The Pacifier,113006880,1.2,,,5.5,1.3,5.85
BoxOffice.2005.Adventure.Batman Begins,205343774,2.4,,,8.3,4.1,18.45
BoxOffice.2005.Adventure.Charlie and the Chocolate Factory,206456431,1.8,,,6.7,2.5,11.25
BoxOffice.2005.Adventure.Chicken Little,135381507,1.2,,,5.8,1.6,7.2
BoxOffice.2005.Adventure.Harry Potter and the Goblet of Fire,289994397,2.4,,,7.6,3.4,15.3
BoxOffice.2005.Adventure.King Kong,218051260,1.8,,,7.2,3,13.5
BoxOffice.2005.Adventure.Madagascar,193136719,1.8,,,6.9,2.7,12.15
BoxOffice.2005.Adventure.Robots,128200012,1.2,,,6.3,2.1,9.45
BoxOffice.2005.Adventure.Star Wars: Episode III - Revenge of the Sith,380262555,2.4,,,7.6,3.4,15.3
"BoxOffice.2005.Adventure.The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",291709845,1.8,,,6.9,2.7,12.15
BoxOffice.2005.Adventure.War of the Worlds,234277056,1.8,,,6.5,2.3,10.35
BoxOffice.2005.Animation.Chicken Little,135381507,1.2,,,5.8,1.6,7.2
BoxOffice.2005.Animation.Madagascar,193136719,1.8,,,6.9,2.7,12.15
BoxOffice.2005.Animation.Robots,128200012,1.2,,,6.3,2.1,9.45
BoxOffice.2005.Biography.Walk the Line,119518352,2.4,,,7.9,3.7,16.65
BoxOffice.2005.Comedy.Charlie and the Chocolate Factory,206456431,1.8,,,6.7,2.5,11.25
BoxOffice.2005.Comedy.Fun with Dick and Jane,110332737,1.2,,,6.1,1.9,8.55
BoxOffice.2005.Comedy.Hitch,177575142,1.8,,,6.6,2.4,10.8
BoxOffice.2005.Comedy.Mr & Mrs Smith,186336103,1.8,,,6.5,2.3,10.35
BoxOffice.2005.Comedy.The Longest Yard,158115031,1.2,,,6.4,2.2,9.9
BoxOffice.2005.Comedy.The Pacifier,113006880,1.2,,,5.5,1.3,5.85
BoxOffice.2005.Crime.Fun with Dick and Jane,110332737,1.2,,,6.1,1.9,8.55
BoxOffice.2005.Crime.The Longest Yard,158115031,1.2,,,6.4,2.2,9.9
BoxOffice.2005.Drama.Walk the Line,119518352,2.4,,,7.9,3.7,16.65
BoxOffice.2005.Family.Harry Potter and the Goblet of Fire,289994397,2.4,,,7.6,3.4,15.3
"BoxOffice.2005.Family.The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",291709845,1.8,,,6.9,2.7,12.15
BoxOffice.2005.Romance.Hitch,177575142,1.8,,,6.6,2.4,10.8
BoxOffice.2005.Sci-Fi.War of the Worlds,234277056,1.8,,,6.5,2.3,10.35
BoxOffice.2006.Action.Casino Royale,167007184,2.4,,,8,3.8,17.1
BoxOffice.2006.Action.Ice Age: The Meltdown,195329763,1.8,,,6.9,2.7,12.15
BoxOffice.2006.Action.Mission: Impossible III,133382309,1.8,,,6.9,2.7,12.15
BoxOffice.2006.Action.Night at the Museum,250863268,1.2,,,6.4,2.2,9.9
BoxOffice.2006.Action.Pirates of the Caribbean: Dead Man's Chest,423032628,1.8,,,7.3,3.1,13.95
BoxOffice.2006.Action.Superman Returns,200069408,1.2,,,6.1,1.9,8.55
BoxOffice.2006.Action.Talladega Nights: The Ballad of Ricky Bobby,148213377,1.8,,,6.6,2.4,10.8
BoxOffice.2006.Action.X-Men: The Last Stand,234360014,1.8,,,6.8,2.6,11.7
BoxOffice.2006.Adventure.Cars,244052771,1.8,,,7.2,3,13.5
BoxOffice.2006.Adventure.Casino Royale,167007184,2.4,,,8,3.8,17.1
BoxOffice.2006.Adventure.Ice Age: The Meltdown,195329763,1.8,,,6.9,2.7,12.15
BoxOffice.2006.Adventure.Mission: Impossible III,133382309,1.8,,,6.9,2.7,12.15
BoxOffice.2006.Adventure.Night at the Museum,250863268,1.2,,,6.4,2.2,9.9
BoxOffice.2006.Adventure.Over the Hedge,155019340,1.8,,,6.8,2.6,11.7
BoxOffice.2006.Adventure.Pirates of the Caribbean: Dead Man's Chest,423032628,1.8,,,7.3,3.1,13.95
BoxOffice.2006.Adventure.Superman Returns,200069408,1.2,,,6.1,1.9,8.55
BoxOffice.2006.Adventure.X-Men: The Last Stand,234360014,1.8,,,6.8,2.6,11.7
BoxOffice.2006.Animation.Cars,244052771,1.8,,,7.2,3,13.5
BoxOffice.2006.Animation.Happy Feet,197992827,1.8,,,6.5,2.3,10.35
BoxOffice.2006.Animation.Over the Hedge,155019340,1.8,,,6.8,2.6,11.7
BoxOffice.2006.Biography.The Pursuit of Happyness,162586036,2.4,,,8,3.8,17.1
BoxOffice.2006.Comedy.Click,137340146,1.2,,,6.4,2.2,9.9
BoxOffice.2006.Comedy.Happy Feet,197992827,1.8,,,6.5,2.3,10.35
BoxOffice.2006.Comedy.Talladega Nights: The Ballad of Ricky Bobby,148213377,1.8,,,6.6,2.4,10.8
BoxOffice.2006.Crime.The Departed,132373442,3,,,8.5,4.3,19.35
BoxOffice.2006.Drama.Click,137340146,1.2,,,6.4,2.2,9.9
BoxOffice.2006.Drama.The Departed,132373442,3,,,8.5,4.3,19.35
BoxOffice.2006.Drama.The Pursuit of Happyness,162586036,2.4,,,8,3.8,17.1
BoxOffice.2006.Mystery.The Da Vinci Code,217536138,1.8,,,6.6,2.4,10.8
BoxOffice.2006.Thriller.The Da Vinci Code,217536138,1.8,,,6.6,2.4,10.8
BoxOffice.2007.Action.Fantastic 4: Rise of the Silver Surfer,131920333,1.2,,,5.6,1.4,6.3
BoxOffice.2007.Action.Live Free or Die Hard,134520804,1.8,,,7.2,3,13.5
BoxOffice.2007.Action.Pirates of the Caribbean: At World's End,309404152,1.8,,,7.1,2.9,13.05
BoxOffice.2007.Action.Rush Hour 3,140080850,1.2,,,6.2,2,9
BoxOffice.2007.Action.Spider-Man 3,336530303,1.2,,,6.2,2,9
BoxOffice.2007.Action.The Bourne Ultimatum,227137090,2.4,,,8.1,3.9,17.55
BoxOffice.2007.Action.Transformers,318759914,1.8,,,7.1,2.9,13.05
BoxOffice.2007.Adventure.Fantastic 4: Rise of the Silver Surfer,131920333,1.2,,,5.6,1.4,6.3
BoxOffice.2007.Adventure.Harry Potter and the Order of the Phoenix,292000866,2.4,,,7.5,3.3,14.85
BoxOffice.2007.Adventure.Live Free or Die Hard,134520804,1.8,,,7.2,3,13.5
BoxOffice.2007.Adventure.Pirates of the Caribbean: At World's End,309404152,1.8,,,7.1,2.9,13.05
BoxOffice.2007.Adventure.Shrek the Third,320706665,1.2,,,6.1,1.9,8.55
BoxOffice.2007.Adventure.Spider-Man 3,336530303,1.2,,,6.2,2,9
BoxOffice.2007.Adventure.The Simpsons Movie,183132370,1.8,,,7.4,3.2,14.4
BoxOffice.2007.Adventure.Transformers,318759914,1.8,,,7.1,2.9,13.05
BoxOffice.2007.Animation.Alvin and the Chipmunks,217326336,0.6,,,5.2,1,4.5
BoxOffice.2007.Animation.Ratatouille,206435493,2.4,,,8,3.8,17.1
BoxOffice.2007.Animation.Shrek the Third,320706665,1.2,,,6.1,1.9,8.55
BoxOffice.2007.Animation.The Simpsons Movie,183132370,1.8,,,7.4,3.2,14.4
BoxOffice.2007.Biography.American Gangster,130127620,2.4,,,7.8,3.6,16.2
BoxOffice.2007.Comedy.Alvin and the Chipmunks,217326336,0.6,,,5.2,1,4.5
BoxOffice.2007.Comedy.Juno,143492840,2.4,,,7.5,3.3,14.85
BoxOffice.2007.Comedy.Knocked Up,148734225,1.8,,,7,2.8,12.6
BoxOffice.2007.Comedy.Ratatouille,206435493,2.4,,,8,3.8,17.1
BoxOffice.2007.Comedy.Rush Hour 3,140080850,1.2,,,6.2,2,9
BoxOffice.2007.Crime.American Gangster,130127620,2.4,,,7.8,3.6,16.2
BoxOffice.2007.Drama.I Am Legend,256386216,1.8,,,7.2,3,13.5
BoxOffice.2007.Drama.Juno,143492840,2.4,,,7.5,3.3,14.85
BoxOffice.2007.Family.Harry Potter and the Order of the Phoenix,292000866,2.4,,,7.5,3.3,14.85
BoxOffice.2007.Horror.I Am Legend,256386216,1.8,,,7.2,3,13.5
BoxOffice.2007.Mystery.The Bourne Ultimatum,227137090,2.4,,,8.1,3.9,17.55
BoxOffice.2007.Romance.Knocked Up,148734225,1.8,,,7,2.8,12.6
BoxOffice.2008.Action.Gangster's Paradise: Jerusalema,4958,2.4,,,7.8,3.6,16.2
BoxOffice.2008.Action.Iron Man,318298180,2.4,,,7.9,3.7,16.65
BoxOffice.2008.Action.Taken,145000989,2.4,,,7.9,3.7,16.65
BoxOffice.2008.Action.The Dark Knight,533316061,3,,,9,4.8,21.6
BoxOffice.2008.Adventure.Iron Man,318298180,2.4,,,7.9,3.7,16.65
BoxOffice.2008.Animation.Waltz with Bashir,2283276,2.4,,,8,3.8,17.1
BoxOffice.2008.Biography.Man on Wire,2957978,2.4,,,7.8,3.6,16.2
BoxOffice.2008.Biography.Waltz with Bashir,2283276,2.4,,,8,3.8,17.1
BoxOffice.2008.Comedy.In Bruges,7757130,2.4,,,8,3.8,17.1
BoxOffice.2008.Crime.Changeling,35707327,2.4,,,7.8,3.6,16.2
BoxOffice.2008.Crime.Gangster's Paradise: Jerusalema,4958,2.4,,,7.8,3.6,16.2
BoxOffice.2008.Crime.In Bruges,7757130,2.4,,,8,3.8,17.1
BoxOffice.2008.Crime.Man on Wire,2957978,2.4,,,7.8,3.6,16.2
BoxOffice.2008.Crime.The Dark Knight,533316061,3,,,9,4.8,21.6
BoxOffice.2008.Drama.Changeling,35707327,2.4,,,7.8,3.6,16.2
BoxOffice.2008.Drama.Seven Pounds,69951824,2.4,,,7.7,3.5,15.75
BoxOffice.2008.Drama.Slumdog Millionaire,141319195,2.4,,,8,3.8,17.1
BoxOffice.2008.Drama.The Boy in the Striped Pajamas,9030581,2.4,,,7.8,3.6,16.2
BoxOffice.2008.Drama.The Curious Case of Benjamin Button,127490802,2.4,,,7.8,3.6,16.2
BoxOffice.2008.Drama.The Wrestler,26236603,2.4,,,7.9,3.7,16.65
BoxOffice.2008.Fantasy.The Curious Case of Benjamin Button,127490802,2.4,,,7.8,3.6,16.2
BoxOffice.2008.Romance.Seven Pounds,69951824,2.4,,,7.7,3.5,15.75
BoxOffice.2008.Romance.Slumdog Millionaire,141319195,2.4,,,8,3.8,17.1
BoxOffice.2008.Sport.The Wrestler,26236603,2.4,,,7.9,3.7,16.65
BoxOffice.2008.Thriller.Taken,145000989,2.4,,,7.9,3.7,16.65
BoxOffice.2008.War.The Boy in the Striped Pajamas,9030581,2.4,,,7.8,3.6,16.2
BoxOffice.2009.Action.2012,166112167,1.2,,,5.8,1.6,7.2
BoxOffice.2009.Action.Avatar,760505847,2.4,,,7.9,3.7,16.65
BoxOffice.2009.Action.Ice Age: Dawn of the Dinosaurs,196573705,1.8,,,7,2.8,12.6
BoxOffice.2009.Action.Monsters vs Aliens,198332128,1.8,,,6.5,2.3,10.35
BoxOffice.2009.Action.Sherlock Holmes,209019489,2.4,,,7.6,3.4,15.3
BoxOffice.2009.Action.Star Trek,257704099,2.4,,,8,3.8,17.1
BoxOffice.2009.Action.Transformers: Revenge of the Fallen,402076689,1.2,,,6,1.8,8.1
BoxOffice.2009.Action.X-Men Origins: Wolverine,179883016,1.8,,,6.7,2.5,11.25
BoxOffice.2009.Adventure.2012,166112167,1.2,,,5.8,1.6,7.2
BoxOffice.2009.Adventure.Avatar,760505847,2.4,,,7.9,3.7,16.65
BoxOffice.2009.Adventure.Harry Potter and the Half-Blood Prince,301956980,2.4,,,7.5,3.3,14.85
BoxOffice.2009.Adventure.Ice Age: Dawn of the Dinosaurs,196573705,1.8,,,7,2.8,12.6
BoxOffice.2009.Adventure.Monsters vs Aliens,198332128,1.8,,,6.5,2.3,10.35
BoxOffice.2009.Adventure.Night at the Museum: Battle of the Smithsonian,177243721,1.2,,,5.9,1.7,7.65
BoxOffice.2009.Adventure.Sherlock Holmes,209019489,2.4,,,7.6,3.4,15.3
BoxOffice.2009.Adventure.Star Trek,257704099,2.4,,,8,3.8,17.1
BoxOffice.2009.Adventure.The Twilight Saga: New Moon,296623634,0.6,,,4.6,0.4,1.8
BoxOffice.2009.Adventure.Transformers: Revenge of the Fallen,402076689,1.2,,,6,1.8,8.1
BoxOffice.2009.Adventure.Up,292979556,2.4,,,8.3,4.1,18.45
BoxOffice.2009.Adventure.X-Men Origins: Wolverine,179883016,1.8,,,6.7,2.5,11.25
BoxOffice.2009.Animation.Alvin and the Chipmunks: The Squeakquel,219613391,0.6,,,4.5,0.3,1.35
BoxOffice.2009.Animation.Up,292979556,2.4,,,8.3,4.1,18.45
BoxOffice.2009.Biography.The Blind Side,255950375,2.4,,,7.7,3.5,15.75
BoxOffice.2009.Comedy.Alvin and the Chipmunks: The Squeakquel,219613391,0.6,,,4.5,0.3,1.35
BoxOffice.2009.Comedy.Night at the Museum: Battle of the Smithsonian,177243721,1.2,,,5.9,1.7,7.65
BoxOffice.2009.Drama.The Blind Side,255950375,2.4,,,7.7,3.5,15.75
BoxOffice.2009.Drama.The Twilight Saga: New Moon,296623634,0.6,,,4.6,0.4,1.8
BoxOffice.2009.Family.Harry Potter and the Half-Blood Prince,301956980,2.4,,,7.5,3.3,14.85
BoxOffice.2010.Action.Clash of the Titans,163192114,1.2,,,5.8,1.6,7.2
BoxOffice.2010.Action.Inception,292568851,3,,,8.8,4.6,20.7
BoxOffice.2010.Action.Iron Man 2,312057433,1.8,,,7,2.8,12.6
BoxOffice.2010.Action.Megamind,148337537,1.8,,,7.3,3.1,13.95
BoxOffice.2010.Action.TRON: Legacy,172051787,1.8,,,6.8,2.6,11.7
BoxOffice.2010.Adventure.Alice in Wonderland,334185206,1.8,,,6.5,2.3,10.35
BoxOffice.2010.Adventure.Clash of the Titans,163192114,1.2,,,5.8,1.6,7.2
BoxOffice.2010.Adventure.How to Train Your Dragon,217387997,2.4,,,8.2,4,18
BoxOffice.2010.Adventure.Inception,292568851,3,,,8.8,4.6,20.7
BoxOffice.2010.Adventure.Iron Man 2,312057433,1.8,,,7,2.8,12.6
BoxOffice.2010.Adventure.Shrek Forever After,238371987,1.2,,,6.4,2.2,9.9
BoxOffice.2010.Adventure.Tangled,200807262,2.4,,,7.8,3.6,16.2
BoxOffice.2010.Adventure.The Twilight Saga: Eclipse,300523113,0.6,,,4.9,0.7,3.15
BoxOffice.2010.Adventure.Toy Story 3,414984497,2.4,,,8.3,4.1,18.45
BoxOffice.2010.Adventure.TRON: Legacy,172051787,1.8,,,6.8,2.6,11.7
BoxOffice.2010.Adventure.True Grit,171031347,2.4,,,7.7,3.5,15.75
BoxOffice.2010.Animation.Despicable Me,251501645,2.4,,,7.7,3.5,15.75
BoxOffice.2010.Animation.How to Train Your Dragon,217387997,2.4,,,8.2,4,18
BoxOffice.2010.Animation.Megamind,148337537,1.8,,,7.3,3.1,13.95
BoxOffice.2010.Animation.Shrek Forever After,238371987,1.2,,,6.4,2.2,9.9
BoxOffice.2010.Animation.Tangled,200807262,2.4,,,7.8,3.6,16.2
BoxOffice.2010.Animation.Toy Story 3,414984497,2.4,,,8.3,4.1,18.45
BoxOffice.2010.Comedy.Despicable Me,251501645,2.4,,,7.7,3.5,15.75
BoxOffice.2010.Comedy.Little Fockers,148383780,1.2,,,5.5,1.3,5.85
BoxOffice.2010.Drama.The Twilight Saga: Eclipse,300523113,0.6,,,4.9,0.7,3.15
BoxOffice.2010.Drama.True Grit,171031347,2.4,,,7.7,3.5,15.75
BoxOffice.2010.Family.Alice in Wonderland,334185206,1.8,,,6.5,2.3,10.35
BoxOffice.2010.Romance.Little Fockers,148383780,1.2,,,5.5,1.3,5.85
BoxOffice.2011.Action.Rise of the Planet of the Apes,176740650,2.4,,,7.6,3.4,15.3
BoxOffice.2011.Action.The Raid: Redemption,4105123,2.4,,,7.6,3.4,15.3
BoxOffice.2011.Action.X-Men: First Class,146405371,2.4,,,7.8,3.6,16.2
BoxOffice.2011.Adventure.X-Men: First Class,146405371,2.4,,,7.8,3.6,16.2
BoxOffice.2011.Biography.Moneyball,75605492,2.4,,,7.6,3.4,15.3
BoxOffice.2011.Comedy.50/50,34963967,2.4,,,7.7,3.5,15.75
BoxOffice.2011.Comedy.Midnight in Paris,56816662,2.4,,,7.7,3.5,15.75
BoxOffice.2011.Comedy.The Artist,44667095,2.4,,,8,3.8,17.1
BoxOffice.2011.Crime.Drive,35054909,2.4,,,7.8,3.6,16.2
BoxOffice.2011.Crime.Headhunters,1196752,2.4,,,7.6,3.4,15.3
BoxOffice.2011.Crime.The Girl with the Dragon Tattoo,102515793,2.4,,,7.8,3.6,16.2
BoxOffice.2011.Crime.The Raid: Redemption,4105123,2.4,,,7.6,3.4,15.3
BoxOffice.2011.Documentary.Samsara,2601847,3,,,8.5,4.3,19.35
BoxOffice.2011.Drama.50/50,34963967,2.4,,,7.7,3.5,15.75
