id,value,rate,,,rate1,,
BoxOffice.2011.Drama.A Separation,7098492,2.4,,,8.4,4.2,18.9
BoxOffice.2011.Drama.Drive,35054909,2.4,,,7.8,3.6,16.2
BoxOffice.2011.Drama.Headhunters,1196752,2.4,,,7.6,3.4,15.3
BoxOffice.2011.Drama.Moneyball,75605492,2.4,,,7.6,3.4,15.3
BoxOffice.2011.Drama.Rise of the Planet of the Apes,176740650,2.4,,,7.6,3.4,15.3
BoxOffice.2011.Drama.The Artist,44667095,2.4,,,8,3.8,17.1
BoxOffice.2011.Drama.The Girl with the Dragon Tattoo,102515793,2.4,,,7.8,3.6,16.2
BoxOffice.2011.Drama.Warrior,13651662,2.4,,,8.2,4,18
BoxOffice.2011.Drama.Weekend,469947,2.4,,,7.7,3.5,15.75
BoxOffice.2011.Fantasy.Midnight in Paris,56816662,2.4,,,7.7,3.5,15.75
BoxOffice.2011.Music.Samsara,2601847,3,,,8.5,4.3,19.35
BoxOffice.2011.Mystery.A Separation,7098492,2.4,,,8.4,4.2,18.9
BoxOffice.2011.Romance.Weekend,469947,2.4,,,7.7,3.5,15.75
BoxOffice.2011.Sport.Warrior,13651662,2.4,,,8.2,4,18
BoxOffice.2012.Action.Men in Black 3,179020854,1.8,,,6.8,2.6,11.7
BoxOffice.2012.Action.Skyfall,304360277,2.4,,,7.8,3.6,16.2
BoxOffice.2012.Action.The Amazing Spider-Man,262030663,1.8,,,7,2.8,12.6
BoxOffice.2012.Action.The Avengers,623279547,2.4,,,8.1,3.9,17.55
BoxOffice.2012.Action.The Dark Knight Rises,448130642,3,,,8.5,4.3,19.35
BoxOffice.2012.Adventure.Brave,237282182,1.8,,,7.2,3,13.5
BoxOffice.2012.Adventure.Ice Age: Continental Drift,161317423,1.8,,,6.6,2.4,10.8
BoxOffice.2012.Adventure.Madagascar 3: Europe's Most Wanted,216366733,1.8,,,6.9,2.7,12.15
BoxOffice.2012.Adventure.Men in Black 3,179020854,1.8,,,6.8,2.6,11.7
BoxOffice.2012.Adventure.Skyfall,304360277,2.4,,,7.8,3.6,16.2
BoxOffice.2012.Adventure.The Amazing Spider-Man,262030663,1.8,,,7,2.8,12.6
BoxOffice.2012.Adventure.The Avengers,623279547,2.4,,,8.1,3.9,17.55
BoxOffice.2012.Adventure.The Hobbit: An Unexpected Journey,303001229,2.4,,,7.9,3.7,16.65
BoxOffice.2012.Adventure.The Hunger Games,407999255,1.8,,,7.3,3.1,13.95
BoxOffice.2012.Adventure.The Twilight Saga: Breaking Dawn - Part 2,292298923,1.2,,,5.5,1.3,5.85
BoxOffice.2012.Adventure.Wreck-It Ralph,189412677,2.4,,,7.8,3.6,16.2
BoxOffice.2012.Animation.Brave,237282182,1.8,,,7.2,3,13.5
BoxOffice.2012.Animation.Ice Age: Continental Drift,161317423,1.8,,,6.6,2.4,10.8
BoxOffice.2012.Animation.Madagascar 3: Europe's Most Wanted,216366733,1.8,,,6.9,2.7,12.15
BoxOffice.2012.Animation.Wreck-It Ralph,189412677,2.4,,,7.8,3.6,16.2
BoxOffice.2012.Biography.Lincoln,182204440,1.8,,,7.4,3.2,14.4
BoxOffice.2012.Comedy.Ted,218628680,1.8,,,7,2.8,12.6
BoxOffice.2012.Drama.Django Unchained,162804648,3,,,8.5,4.3,19.35
BoxOffice.2012.Drama.Lincoln,182204440,1.8,,,7.4,3.2,14.4
BoxOffice.2012.Drama.The Hunger Games,407999255,1.8,,,7.3,3.1,13.95
BoxOffice.2012.Drama.The Twilight Saga: Breaking Dawn - Part 2,292298923,1.2,,,5.5,1.3,5.85
BoxOffice.2012.Fantasy.Ted,218628680,1.8,,,7,2.8,12.6
BoxOffice.2012.Fantasy.The Hobbit: An Unexpected Journey,303001229,2.4,,,7.9,3.7,16.65
BoxOffice.2012.Thriller.The Dark Knight Rises,448130642,3,,,8.5,4.3,19.35
BoxOffice.2012.Western.Django Unchained,162804648,3,,,8.5,4.3,19.35
BoxOffice.2013.Action.Iron Man 3,408992272,1.8,,,7.2,3,13.5
BoxOffice.2013.Action.Man of Steel,291021565,1.8,,,7.2,3,13.5
BoxOffice.2013.Action.Star Trek Into Darkness,228756232,2.4,,,7.8,3.6,16.2
BoxOffice.2013.Action.The Heat,159578352,1.8,,,6.6,2.4,10.8
BoxOffice.2013.Action.Thor: The Dark World,206360018,1.8,,,7.1,2.9,13.05
BoxOffice.2013.Action.World War Z,202351611,1.8,,,7,2.8,12.6
BoxOffice.2013.Adventure.Frozen,400736600,2.4,,,7.6,3.4,15.3
BoxOffice.2013.Adventure.Gravity,274084951,2.4,,,7.8,3.6,16.2
BoxOffice.2013.Adventure.Iron Man 3,408992272,1.8,,,7.2,3,13.5
BoxOffice.2013.Adventure.Man of Steel,291021565,1.8,,,7.2,3,13.5
BoxOffice.2013.Adventure.Monsters University,268488329,1.8,,,7.3,3.1,13.95
BoxOffice.2013.Adventure.Oz the Great and Powerful,234903076,1.2,,,6.4,2.2,9.9
BoxOffice.2013.Adventure.Star Trek Into Darkness,228756232,2.4,,,7.8,3.6,16.2
BoxOffice.2013.Adventure.The Croods,187165546,1.8,,,7.3,3.1,13.95
BoxOffice.2013.Adventure.The Hobbit: The Desolation of Smaug,258355354,2.4,,,7.9,3.7,16.65
BoxOffice.2013.Adventure.Thor: The Dark World,206360018,1.8,,,7.1,2.9,13.05
BoxOffice.2013.Adventure.World War Z,202351611,1.8,,,7,2.8,12.6
BoxOffice.2013.Animation.Despicable Me 2,368049635,2.4,,,7.5,3.3,14.85
BoxOffice.2013.Animation.Frozen,400736600,2.4,,,7.6,3.4,15.3
BoxOffice.2013.Animation.Monsters University,268488329,1.8,,,7.3,3.1,13.95
BoxOffice.2013.Animation.The Croods,187165546,1.8,,,7.3,3.1,13.95
BoxOffice.2013.Comedy.Despicable Me 2,368049635,2.4,,,7.5,3.3,14.85
BoxOffice.2013.Comedy.The Heat,159578352,1.8,,,6.6,2.4,10.8
BoxOffice.2013.Comedy.We're the Millers,150368971,1.8,,,7,2.8,12.6
BoxOffice.2013.Crime.We're the Millers,150368971,1.8,,,7,2.8,12.6
BoxOffice.2013.Drama.Gravity,274084951,2.4,,,7.8,3.6,16.2
BoxOffice.2013.Family.Oz the Great and Powerful,234903076,1.2,,,6.4,2.2,9.9
BoxOffice.2013.Fantasy.The Hobbit: The Desolation of Smaug,258355354,2.4,,,7.9,3.7,16.65
BoxOffice.2014.Action.22 Jump Street,191616238,1.8,,,7.1,2.9,13.05
BoxOffice.2014.Action.American Sniper,350123553,1.8,,,7.3,3.1,13.95
BoxOffice.2014.Action.Big Hero 6,222487711,2.4,,,7.9,3.7,16.65
BoxOffice.2014.Action.Captain America: The Winter Soldier,259746958,2.4,,,7.8,3.6,16.2
BoxOffice.2014.Action.Dawn of the Planet of the Apes,208543795,2.4,,,7.6,3.4,15.3
BoxOffice.2014.Action.Guardians of the Galaxy,333130696,2.4,,,8.1,3.9,17.55
BoxOffice.2014.Action.Maleficent,241407328,1.8,,,7,2.8,12.6
BoxOffice.2014.Action.Teenage Mutant Ninja Turtles,190871240,1.2,,,5.9,1.7,7.65
BoxOffice.2014.Action.The Amazing Spider-Man 2,202853933,1.8,,,6.7,2.5,11.25
BoxOffice.2014.Action.The Lego Movie,257756197,2.4,,,7.8,3.6,16.2
BoxOffice.2014.Action.Transformers: Age of Extinction,245428137,1.2,,,5.7,1.5,6.75
BoxOffice.2014.Action.X-Men: Days of Future Past,233914986,2.4,,,8,3.8,17.1
BoxOffice.2014.Adventure.Big Hero 6,222487711,2.4,,,7.9,3.7,16.65
BoxOffice.2014.Adventure.Captain America: The Winter Soldier,259746958,2.4,,,7.8,3.6,16.2
BoxOffice.2014.Adventure.Dawn of the Planet of the Apes,208543795,2.4,,,7.6,3.4,15.3
BoxOffice.2014.Adventure.Guardians of the Galaxy,333130696,2.4,,,8.1,3.9,17.55
BoxOffice.2014.Adventure.Interstellar,187991439,3,,,8.6,4.4,19.8
BoxOffice.2014.Adventure.Maleficent,241407328,1.8,,,7,2.8,12.6
BoxOffice.2014.Adventure.Teenage Mutant Ninja Turtles,190871240,1.2,,,5.9,1.7,7.65
BoxOffice.2014.Adventure.The Amazing Spider-Man 2,202853933,1.8,,,6.7,2.5,11.25
BoxOffice.2014.Adventure.The Hobbit: The Battle of the Five Armies,255108370,2.4,,,7.5,3.3,14.85
BoxOffice.2014.Adventure.The Hunger Games: Mockingjay - Part 1,337103873,1.8,,,6.7,2.5,11.25
BoxOffice.2014.Adventure.The Lego Movie,257756197,2.4,,,7.8,3.6,16.2
BoxOffice.2014.Adventure.Transformers: Age of Extinction,245428137,1.2,,,5.7,1.5,6.75
BoxOffice.2014.Adventure.X-Men: Days of Future Past,233914986,2.4,,,8,3.8,17.1
BoxOffice.2014.Biography.American Sniper,350123553,1.8,,,7.3,3.1,13.95
BoxOffice.2014.Comedy.22 Jump Street,191616238,1.8,,,7.1,2.9,13.05
BoxOffice.2014.Drama.Interstellar,187991439,3,,,8.6,4.4,19.8
BoxOffice.2014.Fantasy.The Hobbit: The Battle of the Five Armies,255108370,2.4,,,7.5,3.3,14.85
BoxOffice.2014.Sci-Fi.The Hunger Games: Mockingjay - Part 1,337103873,1.8,,,6.7,2.5,11.25
BoxOffice.2015.Action.Ant-Man,180191634,1.8,,,7.4,3.2,14.4
BoxOffice.2015.Action.Avengers: Age of Ultron,458991599,2.4,,,7.5,3.3,14.85
BoxOffice.2015.Action.Furious 7,350034110,1.8,,,7.2,3,13.5
BoxOffice.2015.Action.Jurassic World,652177271,1.8,,,7,2.8,12.6
BoxOffice.2015.Action.Minions,336029560,1.2,,,6.4,2.2,9.9
BoxOffice.2015.Action.Mission: Impossible - Rogue Nation,195000874,1.8,,,7.4,3.2,14.4
BoxOffice.2015.Action.Spectre,200074175,1.8,,,6.8,2.6,11.7
BoxOffice.2015.Adventure.Ant-Man,180191634,1.8,,,7.4,3.2,14.4
BoxOffice.2015.Adventure.Avengers: Age of Ultron,458991599,2.4,,,7.5,3.3,14.85
BoxOffice.2015.Adventure.Home,177343675,1.8,,,6.7,2.5,11.25
BoxOffice.2015.Adventure.Inside Out,356454367,2.4,,,8.3,4.1,18.45
BoxOffice.2015.Adventure.Jurassic World,652177271,1.8,,,7,2.8,12.6
BoxOffice.2015.Adventure.Mission: Impossible - Rogue Nation,195000874,1.8,,,7.4,3.2,14.4
BoxOffice.2015.Adventure.Spectre,200074175,1.8,,,6.8,2.6,11.7
BoxOffice.2015.Adventure.The Hunger Games: Mockingjay - Part 2,281666058,1.8,,,6.6,2.4,10.8
BoxOffice.2015.Adventure.The Martian,228430993,2.4,,,8.1,3.9,17.55
BoxOffice.2015.Adventure.The Revenant,183635922,2.4,,,8.1,3.9,17.55
BoxOffice.2015.Animation.Home,177343675,1.8,,,6.7,2.5,11.25
BoxOffice.2015.Animation.Hotel Transylvania 2,169692572,1.8,,,6.7,2.5,11.25
BoxOffice.2015.Animation.Inside Out,356454367,2.4,,,8.3,4.1,18.45
BoxOffice.2015.Animation.Minions,336029560,1.2,,,6.4,2.2,9.9
BoxOffice.2015.Comedy.Hotel Transylvania 2,169692572,1.8,,,6.7,2.5,11.25
BoxOffice.2015.Comedy.Pitch Perfect 2,183436380,1.8,,,6.5,2.3,10.35
BoxOffice.2015.Crime.Furious 7,350034110,1.8,,,7.2,3,13.5
BoxOffice.2015.Drama.Cinderella,201148159,1.8,,,7,2.8,12.6
BoxOffice.2015.Drama.The Martian,228430993,2.4,,,8.1,3.9,17.55
BoxOffice.2015.Drama.The Revenant,183635922,2.4,,,8.1,3.9,17.55
BoxOffice.2015.Family.Cinderella,201148159,1.8,,,7,2.8,12.6
BoxOffice.2015.Music.Pitch Perfect 2,183436380,1.8,,,6.5,2.3,10.35
BoxOffice.2015.Sci-Fi.The Hunger Games: Mockingjay - Part 2,281666058,1.8,,,6.6,2.4,10.8
